"Date","Headline","Place","Name","Story"
"8/6/2013","MARTIN GOLF COURSE","The Martin is one of two courses at the Chedoke Civic Golf Course off Aberdeen Avenue.","George Cadzow Martin (1866 to 1950) was chairman of the Hamilton Board of Trade.","Martin was a strong advocate of creating a city-owned golf course and when it was incorporated in 1922, he was elected the first president. He continued as president until 1944."
"1/28/2013","Mary Hopkins Elementary School","Mary Hopkins Elementary School is at 211 Mill St. N.","Hopkins was the first teacher in Waterdown. Hopkins conducted her classes in a schoolhouse built from logs in 1815 at the corner of Mill and Dundas streets.","In July 1964, the name of the Mill Street school that first opened in January 1921 was changed to Mary Hopkins."
"6/19/2013","MATT BROMAN PARK","645 Mountain Brow Blvd.","Broman (1895-1989) was a prominent landscape architect in Hamilton.","He took part in numerous high-profile landscape architecture projects in the city at Gage Park, Dundurn Castle, Sam Lawrence Park and the Chedoke Civic and King's Forest golf courses, among others. Broman worked closely with T.B. McQuesten in planning the Royal Botanical Gardens. The park named for him overlooks King's Forest Park, King's Forest Golf Course and Rosedale Park."
"4/3/2013","McDONALD STREET","McDonald Street in Rockton is near the Rockton World's Fair site, running parallel to Old Highway 8.","The street is named for former local reeve and clerk Wallace McDonald.","McDonald was appointed reeve of Beverly Township for 1860 to 1861. After this, he worked as Beverly township clerk, divisional court clerk, as well as justice of the peace, among other civic duties, according to local historian Margaret Houghton."
"5/15/2013","McELROY ROAD","McElroy Road runs between Upper Wellington and West 5th streets.","Robert McElroy (1810 to 1881) was mayor of Hamilton from 1862 to 1864.","McElroy, a stone quarry owner on the Mountain, served as alderman for several terms before becoming mayor. His time as mayor is remembered as a difficult one because the city was facing bankruptcy."
"12/22/2012","McIntyre PERFORMING ARTS CENTRE","The McIntyre Performing Arts Centre at Mohawk College has more than 1,000 seats and hosts college and community events.","Keith McIntyre was president of the college from 1980 to 1997.","As well as being president of Mohawk, McIntyre was chairman of the Hamilton Automobile Club and deeply involved in the Rotary Club and other charity and community work. It's said that during his time as president of the college he saw more than 40,000 graduates receive certificates and diplomas. And in 2001, he received a diploma himself from Mohawk, an honorary diploma in educational leadership."
"1/30/2013","McKinstry Street","McKinstry runs between Burlington and Brant streets.","Henry McKinstry (1805 to 1871) was mayor of Hamilton from 1859 to 1861.","While McKinstry was mayor, His Royal Highness Edward, Prince of Wales spent time in Hamilton as part of a royal visit to Canada. The whirlwind visit saw the prince dedicate the new waterworks, and declare the provincial exhibition open at the city's Crystal Palace."
"11/17/2012","McMaster University","McMaster University is at 1280 Main St. W.","William McMaster (1811-1887), was a prominent banker and senator.","McMaster bequeathed money that allowed Baptists of Ontario and Quebec to start the university in 1887 in Toronto. In 1930, with various incentives in Hamilton that included land gifts, the university moved here. Then in 1957, the Baptist Convention of Ontario and Quebec relinquished control."
"11/7/2012","McNEILLY ROAD","McNeilly Road runs from Lake Ontario to Ridge Road in Stoney Creek.","John McNeilly purchased more than 10 hectares in Saltfleet Township in 1878 - which later became part of Stoney Creek - and was active with the Wentworth Historical Society in the early 1900s.","McNeilly worked with the society to build a monument to remember War of 1812 soldiers who died at the Battle of Stoney Creek. The monument, which still exists, was built on Smith's Knoll, where the battle was fought in June 1813."
"11/1/2012","MICHAEL DeGROOTE CENTRE FOR LEARNING AND DISCOVERY","Michael G. DeGroote Centre for Learning and Discovery is near the new McMaster Children’s Hospital.","Michael DeGroote is a businessman and philanthropist from Hamilton, who lives in Bermuda.","DeGroote is one of Canada’s most generous benefactors. In 2005 alone, he made an unprecedented $105-million gift to McMaster University. The facility that bears his name provides space for teaching, learning and research. It is just one of several facilities at McMaster named in DeGroote’s honour, including the DeGroote School of Business."
"11/13/2012","MILLS MEMORIAL LIBRARY","The Mills Memorial Library is at McMaster University.","David Bloss Mills (1858-1944), of Montclair, New Jersey and previously from the St. Catharines area, developed a spark plug that he was able to sell to General Motors.","Mills became very wealthy because of the spark plug success and other General Motors stock investments and he formed a philanthropic foundation that, among many other donations, gave $560,000 to McMaster to build a library. It was named the Mills library, that being the only stipulation of the gift."
"7/5/2013","MOHAWK ROAD","Runs between Mountain Brow Boulevard and McNiven Road on Hamilton Mountain.","Mohawk Road roughly follows an ancient native trail, which is why it was known as the Mohawk Trail until the early 1950s.","The trail was part of a longer native route from the Mohawk River area in upper New York state through the Niagara peninsula, and up the escarpment, according to the book Hamilton Street Names, edited by Margaret Houghton. From there it linked to the Mohawk trail westward to what is now Upper James Street. From there it curved southwest toward Brantford."
"7/17/2013","MOUNTSBERG","Mountsberg is a community at the crossroads of Mountsberg and Centre roads. It is in the northeast corner of Flamborough, near the border with Milton.","It is named for the Mount family, who came to the area from Leicestershire, England.","According to the book Waterdown and East Flamborough, Josiah Mount and his wife arrived in 1835 with four sons. They built homes and businesses in the area. The post office was known as Mountsberg when it was opened back in 1864. The community was a busy place from 1860 to 1890 with enterprises that included a sawmill, shoemaker and a tailor. The post office closed in 1928."
"1/10/2013","MYLER STREET","Myler Street runs east-west between Sanford and Milton, just north of Barton.","Paul Judson Myler (1869 to 1945) started his career at Westinghouse in Pittsburgh, Pa., before coming to Hamilton to work for Canadian Westinghouse Company Ltd., where he rose to become president and chairman.","Myler served as president from 1917 to 1934 and chairman from 1934 to 1944. He was known for his extensive community and philanthropic work. After he died, The Spectator wrote that: ""he and his company were virtually synonymous, and that both had grown up together, with the man becoming one of Hamilton's foremost industrialists and the plant expanding until it ranked among the largest in Canada."""
"10/2/2012","MYRTLE AVENUE","Myrtle Avenue runs between Main Street East and Rutherford Avenue in eastern Hamilton.","Adeline Myrtle Tuckett was a daughter of local tobacco tycoon George Tuckett and his wife Elizabeth.","George Tuckett really liked the name Myrtle, according to the book Hamilton Street Names by Margaret Houghton. As well as naming his daughter Myrtle, he used the name for his cottage, a boat, a horse and even a cigar. So it's believed that the very influential Tuckett's fondness for Myrtle eventually spilled over into it being used as a street name."
"11/6/2012","NAPIER STREET","Napier Street runs west to east from Locke Street North past Caroline Street before swinging southward to Market Street.","Napier was the maiden name of Sir Allan MacNab's mother, Anne. She was the daughter of Captain Peter William Napier, the commissioner of the port and harbour of Quebec.","As was often the case with Scots, Sir Allan's middle name was taken from his mother's maiden name. From that it was chosen for the name of a street in Hamilton only a few blocks from Dundurn Castle, where MacNab lived."
"7/9/2013","NELSON AVENUE","Nelson Avenue is in Burlington and runs north-south between Lakeshore Road and Ontario Street. It is between Brant Street and Maple Avenue, just west of downtown Burlington.","It is named for Admiral Horatio Nelson, the hero of the 1805 Battle of Trafalgar. The sea battle was fought off the coast of Spain between the Royal Navy and the combined French forces of the Emperor Napoleon and the Spanish navy. The British victory confirmed British supremacy of the sea well into the 20th century.","According to the book Burlington's Streets, an 1874 subdivision plan by Benjamin Eager laid out Nelson Avenue. The avenue was located in what was then Nelson Township. The township was named for the admiral in 1806; Burlington annexed Nelson Township in 1958"
"3/27/2013","NICHOLSON COURT","Nicholson Court in Burlington runs from Lakeshore Road towards Lake Ontario. It is just west of Walkers Line.","It is named for the Nicholson family. They ran a lumber business in Burlington from 1908 until the late 1990s.","The street and development was built about 1978, according to Burlington’s Streets by the Burlington Historical Society. The land was, for many years, the lakefront estate of both A.S. Nicholson and his son, Warren Nicholson. The two families shared the stately home which stood on the property."
"4/24/2013","NICKLAUS DRIVE","Nicklaus Drive runs between Albright Road and St. Andrew's Drive in Hamilton.","Jack Nicklaus, 73, is one of the greatest golfers ever. Nicknamed the Golden Bear, he has won more than 70 official tours.","The closeness of this street to both the King's Forest Golf Course and the Glendale Golf and Country Club appears to have influenced the decision to name it after Nicklaus. The neighbourhood includes Fairway Drive and Putting Place, among others that echo the golf theme."
"11/22/2012","Nora Frances Henderson Circle","Nora Frances Henderson Circle surrounds the Juravinski Hospital and is marked with commemorative street signs at Upper Sherman and Concession, Mountain Park and Upper Sherman, Mountain Park and Poplar, and Poplar and Concession.","Henderson (1896 to 1949) became the first woman on Hamilton city council when she was elected as an alderman in 1931. Then in 1934, she became the first woman in Canada elected to a city Board of Control, an executive body which dealt with mainly financial matters.","In 1954, a 322-bed hospital on Concession Street was named after Henderson. But more recently the name was changed, amid considerable controversy, to the Juravinski Hospital and Cancer Centre in recognition of major donations by Charles and Margaret Juravinski."
"2/27/2013","Norman Pinky Lewis Recreation Centre","The Norman Pinky Lewis Recreation Centre is at 192 Wentworth St. North, in Hamilton.","Lewis, who died in 1977 at 79, was a much-loved and respected sports administrator and athlete in Hamilton who was involved in football, hockey, soccer and baseball.","Lewis began as a mascot with the Hamilton Alerts football team before the First World War. From there he went on to work as a trainer, coach, player and manager in different sports. He spent time as a trainer with the Hamilton Tiger-Cats and McMaster University Marauders and he coached junior hockey. Among his many honours, Lewis was named Hamilton's Citizen of the Year in 1970."
"10/24/2012","PADDY GREENE ROAD","Paddy Greene Road runs between Powerline Road and Jerseyville Road in Ancaster.","Irish immigrant Paddy Greene opened a tavern about a century ago in west Hamilton on Main Street West.","Greene bought a building on Main near Longwood for his Irish bar that was first known as Paddy's Tavern. The popular watering hole became known as Paddy Greene's as it was passed on to his sons. By the mid-1980s it was sold and demolished down to make way for the CHML Plaza that stands on the site today. The tavern owner is also remembered with Paddy Greene Road, which is near farm property that Greene bought in Ancaster several decades ago."
"5/22/2013","Palmer Drive","Palmer Drive runs between Guelph Line and Walkers Line in Burlington.","Charles Palmer, who arrived in 1906, farmed land in the area for nearly five decades.","Palmer worked for the federal Department of Agriculture, according to the Burlington Historical Society book, Burlington Streets. He also served on Nelson Township Council and the Burlington Suburban Planning Board, the book notes."
"5/2/2013","PAT QUINN PARKDALE ARENA","The arena is at 1770 Main St. E., Hamilton.","Hamilton native Pat Quinn, 70, was a player and coach in the National Hockey League.","Quinn coached for two decades and was twice awarded the Jack Adams Award as NHL Coach of the Year. He coached Team Canada to a gold medal in the 2002 Olympics as well as winning a World Cup championship with Team Canada in 2004. As a defenceman, he put in nine seasons in the NHL and is best remembered for a jolting mid-ice bodycheck that knocked Bobby Orr out in a playoff game in 1969 and led to a bench-clearing melee."
"1/21/2013","Pauline Johnson Elementary School","Pauline Johnson Elementary School is at 25 Hummingbird Lane on the Hamilton Mountain.","Pauline Johnson (1861 to 1913) is a well-known First Nations poet.","The school named in honour of the Six Nations-born poet, best known for her performances in both traditional native and Victorian dress, opened in 1967 and now shares land with Cardinal Heights Middle School. Johnson was the first native female writer in Canada to be honoured with a commemorative stamp."
"4/30/2013","PEARSON STREET","Pearson Street runs between Prospect Street and Ghent Avenue in Burlington.","Lester Bowles (Mike) Pearson (1897 to 1972) was Canada’s 14th prime minister.","As well as serving as PM from 1963 to ’68, Pearson won the Nobel Peace Prize in 1957 for putting together the United Nations Emergency Force to resolve the Suez Canal Crisis. He was a professor, civil servant and diplomat as well as a politician. His government is remembered for universal health care, student loan and the Canada Pension plan legislation and for changing the country’s flag to the red maple leaf we all know so well."
"5/23/2013","PENNY LANE","Penny Lane runs between Inverness Avenue and Wickens Avenue in Burlington.","While Penny Lane is the name of a popular Beatles song, it’s not certain whether the tune was the inspiration for the street, which features a business called Peace, Love and Landscaping.","A Spectator reader wrote in saying, ""Everyone assumes it was named after the Beatles’ song of the same name. (But) we’ve been told that at least two of the houses on the street … were built by a contractor whose wife’s name was Penny. Apparently she passed away just before or soon after the houses were complete and it was decided to name the street after her."""
"4/12/2013","Pepper Drive","Pepper Drive is an L-shaped road just east of the Waterfront Trail in south Burlington's New Street and Guelph Line area.","Relatives of two local farmers, Agustino Bedini and Peter Dell, say the work of their ancestors holds the history for this street.","According to the book Burlington's Streets, by the Burlington Historical Society, this area until the 1950s was the sandy soil of the market gardens, where some of the best peppers in Ontario grew. The pepper patches were produced by two local farmers. The street named for their efforts was developed in 1954."
"11/3/2012","PETER STREET TRAIL","Peter Street Trail is a wheelchair-accessible trail to Felker's Falls within the Felker's Falls Conservation Area.","Peter Street was a watch repair person and later worked as community relations director at Amity Goodwill. He died at the age of 46 in 1984.","Street had a rare congenital bone disease that caused him to suffer numerous bone fractures when he was a boy and led to him having to use a wheelchair. He was well-liked, inspiring and did much to raise awareness about issues that affect people with disabilities. (Item suggested by reader Richard Segee.)"
"1/29/2013","PIGOTT BUILDING","The Pigott Building, 36 James St. S.","The building is named after the Pigott Construction Co. that built it. The family business has constructed many architectural icons over the years, including the Cathedral of Christ the King and Westdale Secondary School in Hamilton, and the Royal Ontario Museum, Ontario Science Centre and the legislative building at Queen's Park in Toronto.","When the 16-storey, Art Deco-gothic revival building opened in 1929, it was Hamilton's first skyscraper. Originally built for offices, it is now mostly condominiums."
"3/19/2013","Plastow Street","Plastow Street is a short road that runs off Old Highway 8 in Rockton.","S.J. Plastow and his family ran a successful general store in Rockton in the 1800s.","It's said that when times were tough, the store would accept lumber in lieu of payment. Plastow used the lumber to build houses along McDonald Street, Plastow Street and the Dundas-Waterloo Road (Highway 8), according to local historian Margaret Houghton. Many of the houses are still being used 1½ centuries later."
"6/20/2013","R.A. RIDDELL ELEMENTARY SCHOOL","R.A. Riddell Elementary School is at 200 Cranbrook Dr.","Riddell, who died in 1967 at the age of 71, was a longtime education administrator with the Hamilton board of education.","He was a teacher, then a principal before working as an inspector from 1938 to 1944, director of public schools from 1944 to 1953 and was the first director of education from 1953 to 1961."
"2/21/2013","R.L. HYSLOP SCHOOL","R.L. Hyslop School is at 20 Lake Ave., Stoney Creek","Robert L. Hyslop was a longtime Stoney Creek educator.","R.L. Hyslop School was built in 1966 to replace an old and overcrowded building constructed in 1880 as a two-room schoolhouse and expanded several times over the years. It was known as S.S. #3 Saltfleet or Stoney Creek School. In 1958, the name was changed to remember Hyslop, who had been its principal from 1918 to 1958."
"9/12/2013","RAILWAY STREET","Railway is a short street in Copetown between Station Street and Governors Road (Regional Road 99/Highway 99).","It was named for the Hamilton-based Great Western Railway. Its first passenger train passed through Copetown on Jan. 17, 1854. Sir Allan MacNab was behind the Niagara Falls-Windsor rail line.","While it is obvious why the street was named after the railway, there is a tale behind it. According to the 1970 book Ancaster's Heritage, the street was part of a subdivision laid out by developer Samuel Cloak Ridley. He proposed 146 lots on streets with names such as Victoria, Albert, Park and Station. Ridley also opened the Maple Leaf Hotel to serve the influx of new residents and travellers, but only a couple of lots were sold. The hotel was moved in 1909 to make way for a feed mill and burned down in 1923."
"5/17/2013","RANDLE REEF","Randle Reef is a heavily polluted section of Hamilton Harbour where a major remediation project is planned as early as next year.","The reef is named after Harvey T. Randle, a Hamilton Harbour Commissioners marine pilot who guided ships in and out of the bay in the 1960s.","Apparently, Randle ran aground on the reef and his harbour friends came up with Randle Reef as a way to mockingly remember the incident.Eventually, the name stuck and found its way into official maps and other documents."
"2/19/2013","RAY LOWES SIDE TRAIL","The Ray Lowes Side Trail runs off the main Bruce Trail near Valley Road and ends at the Rasberry House Bruce Trail Headquarters near Old Guelph Road.","Lowes (1911 to 2007) is credited with founding the Bruce Trail.","He loved the Niagara Escarpment and believed a good way to protect it would be to create a public footpath along its length so people could appreciate its beauty and ecological value. Today, there are more than 1,200 kilometres of main and side trails."
"2/15/2013","REBECCA STREET","Rebecca Street runs between Wellington and James streets in downtown Hamilton.","Rebecca Land (1764 to 1816) was a daughter of Robert and Phoebe Land, who were early settlers in Hamilton.","Rebecca married Nathaniel Hughson and the couple received 283 hectares (700 acres) of land that would later become a large part of the downtown. The land stretched from Main Street to the bay and between James and Mary streets."
"12/18/2012","RICHARD BEASLEY PARK","Richard Beasley Park is on the north side of Wilson Street, between Mary and Elgin.","Richard Beasley (1761 to 1842) was one of Hamilton's first settlers. He was a farmer, businessman, soldier and politician.","Beasley lived at Burlington Heights, where the Dundurn Castle grounds are today. During the War of 1812, British troops made it a base of operations. In 1832, with financial problems, he sold the land to Allan MacNab, who built Dundurn Castle."
"3/30/2013","ROBERT BATEMAN HIGH SCHOOL","Robert Bateman High School is on New Street in Burlington and is part of the Halton District School Board.","Robert Bateman, who used to live in Burlington, is a world-renowned wildlife painter.","Bateman was a teacher in Burlington before his art career took off. He now lives on Saltspring Island in British Columbia. As well as the school, Bateman Court, off Greenwood Drive, in Burlington is named after the artist."
"4/17/2013","ROLPH STREET","Rolph Street runs from Parkside Avenue, near the Dundas Driving Park, to a dead end at Spencer Creek and behind St. Augustine School.","It is named after George Rolph, who settled in Dundas in 1816 and served in government, studied law and became a wealthy landowner.","According to the book Hamilton Street Names, Rolph was born in England in 1794 and came to Canada in 1808. He served in the War of 1812 and received a medal for helping to capture Fort Detroit. The house he built at 43 Cross St. is said to be the oldest residential home in Dundas. He was tarred and feathered by a group of men in 1826 in a case possibly linked to his wealth and an affair he had with a housekeeper. Rolph died in Dundas in 1875."
"2/9/2013","Roly Bird Park","Roly Bird Park is located at 2217 Industrial St. in Burlington.","Bird was mayor of Burlington from 1979-1991. He died in January 2004 at the age of 73.","Bird grew up on a farm outside Fredericton, N.B. When he was 17 he moved to Ontario to work as a welder at Westinghouse in Hamilton and later as an insurance underwriter. After serving as alderman, he took a shot at the mayor’s seat in 1973 and lost. Then on his second attempt in the municipal election in 1978 he won. He stayed in the job for 12 years becoming the longest serving mayor in Burlington’s history."
"8/8/2013","RON JOYCE STADIUM","The stadium is at McMaster University.","Ron Joyce is a billionaire and co-founder of the Tim Hortons restaurant chain.","Joyce donated $10 million to help pay for the 6,000-seat stadium at McMaster University that officially opened in September 2008. The year before, he donated the same amount toward Mac’s Burlington campus."
"12/19/2012","ROUSSEAUX STREET","Rousseaux Street runs between Wilson Street and Lowden Avenue in Ancaster.","Jean Baptiste Rousseaux (sometimes ""Rousseau""), 1758 to 1812, was an early settler in the Ancaster area.","Rousseaux was involved in a grist mill and owned an inn, a general store and a blacksmith's shop. He fought in the Battle of Queenston Heights in October 1812 and died of pleurisy, an inflammation of the lining around the lungs, a month later."
"3/21/2013","RYCKMAN’S CORNERS","Ryckman’s Corners is at Upper James Street and Rymal Road.","Samuel Ryckman (1777 to 1846) had a log house and a barn at what is now known as Ryckman’s Corners.","Ryckman was a United Empire Loyalist who was given 700 acres of land and worked as a farmer and as the Crown surveyor in the area. His log cabin was the first home in Glanbrook."
"12/12/2012","SAM LAWRENCE PARK","Sam Lawrence Park is on the brow of the escarpment at the west end of Concession Street.","Sam Lawrence (1879 to 1959) was a trade unionist and politician, serving as mayor of Hamilton from 1944 to 1949.","Lawrence is remembered for his support of workers in the bitter 85-day Stelco strike of 1946. He led a march of more than 10,000 people to the gates of Stelco in the midst of the strike. Lawrence also won elections for alderman, controller and MPP during his political career."
"11/15/2012","SANFORD AVENUE","Sanford Avenue runs between the escarpment and Myler Street, north of Barton Street East.","William Eli Sanford (1838-1899) was successful in the wool and clothing industries.","Sanford was a partner in Sanford, McInnes and Company at King and John streets - the largest employer in Hamilton in the mid-1800s with more than 2,000 workers. Sanford was appointed to the Senate in 1877."
"8/14/2013","SEALEY PARK","Sealey Park is on Main Street South in Waterdown.","Charles Sealey (1828-1906) was one of the first men elected to the council of the village of Waterdown after it broke away from the East Flamborough Township in 1878.","Sealey was a prosperous merchant. He and four other men were sworn into office on Jan. 24, 1879, and he was elected as reeve. He served in that post until 1884. His son, William, was elected reeve of East Flamborough in 1896 and later served as a Liberal MP. The park was established in 1929 after the high school relocated to another site."
"6/1/2013","Secord Lane","Secord Lane runs off Lakeshore Road in Burlington toward the lake.","Laura Secord (1775 to 1868) is remembered for having walked 32 kilometres out of U.S.-occupied territory in 1813 to warn British forces of an American plan to attack.","Secord Lane is a private road on property once awarded to Laura Secord, according to the book Burlington Streets, What’s Behind a Name? However, she never lived on the land."
"6/29/2013","Sheaffe street","Runs between Bay and Park streets","Sir Roger Hale Sheaffe (1763 to 1851) was a senior officer in the British army who fought in the French Revolutionary Wars as well as in the War of 1812.","Sheaffe was a Loyalist general during the War of 1812 and became a baronet in 1813. He succeeded Sir Isaac Brock as commander and lieutenant-governor of Upper Canada."
"11/10/2012","SIMCOE STREET","Simcoe Street is in Hamilton's north end.","Simcoe Street was named for John Graves Simcoe (1752-1806), the first lieutenant-governor of Upper Canada (now Ontario).","After a career with the British army, Simcoe was appointed lieutenant governor of the Province of Upper Canada after he arrived at Niagara-on-the-Lake in 1792. He was known for trying to develop education, road building and agriculture. He tried to increase the population by stepping up land grants for Americans willing to move northward."
"6/26/2013","Sinclairville Road","This road is in the former Glanbrook Township and runs north-south between Hall Road and the municipal line with Haldimand County.","It is named for a ghost town which had two hotels, two sawmills, two blacksmiths, a weaving shop, a shoemaker, a shingle mill, a general store, post office and a church.","Only two homes and the church remain from the heyday of the village of Sinclairville. According to the book Hamilton Street Names, the attraction of lumber brought settlers into the area in the early 1800s. The village was a thriving community by the 1850s. The village was halfway between Dunnville and Hamilton and its two hotels were well patronized. Many believe the village was hit hard when the railway bypassed it. The Glanbrook Heritage Society says four homes have been built in the community in recent years."
"5/30/2013","SMITH AVENUE","Smith Avenue in Burlington runs between Lakeshore Road and New Street.","Maxwell Smith was the first mayor of Burlington, serving from 1915 to 1916.","From 1908 to 1915, he was reeve of the village of Burlington. After it was proclaimed a town, he became Burlington's first mayor. According to the book Burlington Streets: What's Behind a Name? Smith is also credited by some with having come up with the idea of painting a centre line on roadways to try to keep oncoming automobiles from colliding."
"7/23/2013","SMITHVILLE","Smithville is in the Township of West Lincoln at the crossroads of Regional Road 20 (Highway 20) and Thirty Road-Port Davidson Road. West Lincoln is one of 12 municipalities under the Niagara regional government.","It was named for Mary Smith, one of the area’s first settlers.","According to the book Exploring Niagara, Smith was the wife of Richard Griffin. The couple and their dozen children came to the area from New York State in 1787 after the American Revolution. They settled on three lots along the Twenty Mile Creek. The settlement was first called Griffintown, but was later renamed Smithville. It is the administrative centre of West Lincoln."
"7/30/2013","SOLIDARNOSC PLACE","Runs between Barnesdale Avenue and St. Ann Street, north of King Street East.","Is a nod to the Solidarity movement led by Lech Walesa in Poland during the 1980s that led to the fall of Communism in that country.","Originally called Edward Street - from Barnesdale to Lottridge - it was divided in half in 1984, with the section between Barnesdale and St. Ann renamed Solidarnosc. The Polonia Club sits on the street, in a hub of Polish life in the city near St. Stanislaus Church."
"8/28/2013","SOUTHAM NEIGHBOURHOOD","The neighbourhood is bordered by West 5th and Upper James streets, Fennell Avenue and the edge of the escarpment.","William Southam (1843 to 1932) was a publisher and philanthropist.","Southam bought The Hamilton Spectator in 1877 and then went on to purchase the Ottawa Citizen, Calgary Herald, Edmonton Journal, Windsor Star and Montreal Gazette. Southam Newspapers was sold to Hollinger Inc. in 1996. Now many of the former Southam newspapers are owned by Postmedia Network. The Spectator is owned by Metroland Media Group, a division of Torstar Corp."
"5/11/2013","Southampton Boulevard","North Burlington","Southampton Boulevard","Southampton Boulevard is a busy entryway into Burlington's Headon Forest neighbourhood, off Walker's Line just south of Dundas Street. According to the book Burlington's Streets, the road built in 1989 was named Southampton because it was an ""entry port"" into the newly built neighbourhood. Southhampton in England was a busy shipping port and was home to the White Star Line. It's also the port where the Mayflower set sail in 1620."
"9/7/2013","SOUTHCOTE ROAD","Southcote Road is in Ancaster and used to run between Golf Links Road and Butter Road East. It was cut by the extension of a runway at the John C. Munro Hamilton International Airport.","The road is named for a now forgotten community which once stood at the intersection of Book Road and Southcote Road.","The hamlet was settled in the early 1800s and once contained a school, store, blacksmith shop, post office and six houses. The post office was opened between 1894 and 1914. The store operated for more than a century after opening about 1850. One home housed a library set up by some young girls in the community about 1920. They raised funds for books at ball games and garden parties. The library closed in 1960 and the books were sold. The Women's Institute organized a chapter in Southcote in 1922."
"8/20/2013","SPENCER SMITH PARK","The park is at 1400 Lakeshore Rd. in Burlington.","Spencer Smith (1870 to 1955) was a former president of the Burlington Horticultural Society and a key figure in developing the park that would later be named for him.","Smith owned a grocery and fresh produce store on Brant Street and was a hard-working volunteer with the horticultural society, pushing to have trees planted on Burlington streets. In his retirement, he focused attention on creating the waterfront park at the bottom of that same street."
"4/26/2013","STANLEY AVENUE","Stanley Avenue runs between Queen Street South and Linwood Avenue.","Stanley Avenue is named after journalist/explorer Henry M. Stanley (1841 to 1904), who became famous for finding missionary Dr. David Livingstone in Africa. The New York Herald assigned Stanley to locate Livingstone, who had gone missing on an extended safari. When Stanley finally found him in 1872, he uttered the phrase, ""Dr. Livingstone, I presume?"" - and people have been repeating the quote, or variations of it, ever since.","The Stanley and Livingstone story was huge news at the time. One fan of the reports was Hamilton landowner Charles Mills, who renamed a portion of Markland Street in appreciation of Stanley's accomplishment, according to the book Hamilton Street Names by Margaret Houghton."
"7/26/2013","Stewart Lane","Stewart Lane runs east-west between Palmer and Lewis lanes in Millgrove.","James Stewart from Waterdown was a teacher at the schoolhouse in Millgrove starting in 1895.","According to the book Hamilton Street Names, the street was named to honour ‘Jim, ’ who was instrumental in establishing the community’s first library, and the Millgrove Literary and Debating Society in 1903."
"11/9/2012","STINSON STREET","Stinson runs south of Main Street from Wentworth to Wellington.","Ebenezer Stinson was born in Ireland in 1799 but moved to New York State and eventually settled in the Hamilton area, where he opened a successful dry goods store on King Street East.","From there he helped establish the Gore Bank and became one of Hamilton's first councillors in the 1830s, when the city was a police village."
"12/17/2012","Strabane","Strabane is a hamlet at Brock Road and 8th Concession, in the former Town of Flamborough.","The community was once called Nairn, after a village in Scotland. When it was learned that there was another community with that name in Canada West in the mid-19th Century, Irish settlers decided to name the hamlet for a community in their homeland.","The hamlet began developing in the early 1840s with the construction of two small mills. Within two decades, Strabane also had a hotel, saddlery, carpenter's shop, stone mason and general store. There was also a large stable behind the hotel. It was used for changing horses on the coach ride between Dundas and Guelph."
"7/25/2013","Strathcona Avenue","Strathcona runs north-south from York Boulevard and Main Street West, between Dundurn and Locke streets.","Scottish-born Canadian Donald Smith, Lord Strathcona, was a philanthropist and politician who donated money to the military training of Canada's youth in the late 1800s."," The street, according to the book Hamilton Street Names, was originally called Princess Street. Then it was renamed Sophia Street (in honour of Sophia MacNab, daughter of Sir Allan) in the late 1800s. In 1915, a petition went to city hall to change the street name to Strathcona Avenue, which went through in 1917. A school on Strathcona Street is also named for Lord Strathcona."
"1/15/2013","STUART STREET","Stuart Street runs between MacNab Street North and Queen Street North. It is most known for the Custom House, which was built on the street in 1860. That building is now used as the Workers Arts and Heritage Centre.","Mary Stuart was the second wife of Sir Allan Napier MacNab.","After a lengthy illness, Mary Stuart died in 1846. She left behind two children, Sophia Mary and Mary Stuart."
"3/15/2013","STUDHOLME ROAD","A short piece of Studholme Road runs between Aberdeen Avenue and the Hamilton-Brantford Rail Trail and a city works yard. Most of it runs between the CP Rail Aberdeen yard and the Chedoke Civic Golf Course.","The road was named after labour leader Allan Studholme in 1959, when the city works yard was opened beside the golf course. The stub nearest Aberdeen has been in existence since 1895, when the former TH&B yard and freight office opened.","Studholme (1846 to 1919) was a labour leader and politician from the 1880s until his death. He acted for the workers during the bitter 1906 HSR streetcar strike and won a seat that year in the Ontario legislature in a byelection for Hamilton East. He was the first trade unionist elected to the legislature and held that seat until his death. He championed the eight-hour work day, a minimum wage and was involved in the passing of the Workmen's Compensation Act. He introduced a bill in 1910 to give women the right to vote. Women in Ontario won that right in 1917."
"1/18/2013","SUMMERS LANE","Summers Lane runs alongside Hamilton Place.","George Summers (1865-1941) was a theatre manager, actor and comedian who established his Summers Theatre on Hamilton Mountain in the early 1900s.","The popular 700-seat theatre attracted more than 70,000 patrons from May to September each year over its 11-year run. Patrons would travel to the Summers Theatre using the incline railway near the Wentworth Stairs. In December 1914, the theatre burned to the ground and was never replaced."
"1/22/2013","T. MELVILLE BAILEY PARK","T. Melville Bailey Park, at 45 Cloverhill Rd., is between Brantdale Avenue and Gateview Drive on the west Mountain.","Reverend T. Melville Bailey (1912 to 2005) was a Presbyterian minister, local historian and author.","Bailey wrote and co-authored numerous books including The Laird of Dundurn; Highlights, Hamilton History as well as Up and Down Hamilton. He also edited the Dictionary of Hamilton Biography and was deeply involved with the Head-of-the-Lake Historical Society. T. Melville Bailey Park was previously known as Arcade Park."
